,ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,year,month,day,hour
49662,1,912010 7:00,132.8,65,64,56,66,67,67,68,70,57,68,68,64,67,71,66,69,64,71,64,69,71,64,68,70,69,2010,9,1,7
49663,1,912010 8:00,137.0,67,64,58,69,69,71,70,73,59,71,72,66,71,76,71,73,68,74,69,73,74,70,70,74,70,2010,9,1,8
49664,1,912010 9:00,149.5,74,75,62,76,78,78,77,78,64,77,77,73,77,80,78,80,74,79,75,79,80,75,75,78,77,2010,9,1,9
49665,1,912010 10:00,168.8,80,84,70,83,84,81,80,82,70,83,84,79,82,84,82,84,80,83,80,82,84,82,84,84,83,2010,9,1,10
49666,1,912010 11:00,189.8,85,84,75,86,87,85,83,86,75,86,87,82,84,85,87,86,85,84,84,85,87,84,87,88,86,2010,9,1,11
49667,1,912010 12:00,207.7,90,90,81,89,88,87,86,89,79,88,90,86,87,86,91,86,88,85,86,87,89,88,88,89,88,2010,9,1,12
49668,1,912010 13:00,223.9,92,90,83,91,90,88,87,91,79,90,91,90,89,87,92,85,90,85,88,87,90,88,90,93,91,2010,9,1,13
49669,1,912010 14:00,237.6,95,91,85,93,90,89,88,91,81,91,91,90,91,88,95,87,92,85,88,87,91,90,91,94,91,2010,9,1,14
49670,1,912010 15:00,248.3,95,91,86,93,91,89,89,92,81,92,92,91,91,87,92,87,92,85,90,87,89,90,92,93,93,2010,9,1,15
49671,1,912010 16:00,255.8,95,90,86,92,90,89,89,90,81,92,92,91,92,87,93,87,93,85,90,87,90,90,92,94,92,2010,9,1,16
49672,1,912010 17:00,260.5,94,90,86,93,89,88,87,90,79,90,94,91,91,85,92,86,92,84,87,86,92,90,92,93,91,2010,9,1,17
49673,1,912010 18:00,256.4,93,90,85,92,88,86,86,89,77,90,92,90,90,83,90,84,91,83,84,85,90,88,90,92,90,2010,9,1,18
49674,1,912010 19:00,247.6,89,88,84,90,84,83,83,85,75,87,89,84,84,80,88,82,87,82,82,82,86,84,89,89,87,2010,9,1,19
49675,1,912010 20:00,229.8,84,82,79,86,79,81,79,81,73,82,85,82,81,79,85,79,76,80,79,80,83,82,86,85,82,2010,9,1,20
49676,1,912010 21:00,221.8,80,79,71,75,73,78,78,75,73,77,82,81,78,79,78,80,73,80,76,79,80,79,84,81,79,2010,9,1,21
49677,1,912010 22:00,200.9,77,75,68,71,71,78,77,73,72,76,81,75,78,79,75,80,71,79,73,78,78,77,82,80,76,2010,9,1,22
49678,1,912010 23:00,175.8,77,72,65,70,69,77,76,71,70,72,78,73,76,78,75,77,72,78,70,77,77,72,80,79,73,2010,9,1,23
49679,1,922010 0:00,151.2,72,70,65,69,69,77,73,71,66,71,77,72,74,73,74,72,70,73,69,73,75,68,72,74,68,2010,9,2,0
49680,1,922010 1:00,132.6,71,70,63,67,67,70,69,70,64,69,75,70,70,70,72,71,69,71,68,75,75,64,69,75,67,2010,9,2,1
49681,1,922010 2:00,121.1,69,66,62,74,66,69,69,69,61,67,74,70,71,71,72,68,67,71,68,73,73,64,68,74,66,2010,9,2,2
49682,1,922010 3:00,113.5,66,64,61,71,66,72,69,67,63,66,73,68,68,74,69,68,67,71,68,71,73,64,68,70,66,2010,9,2,3
49683,1,922010 4:00,109.6,65,64,60,73,66,71,68,67,63,65,72,66,67,75,66,69,66,72,68,70,72,63,66,71,64,2010,9,2,4
49684,1,922010 5:00,109.0,64,64,60,68,67,74,68,66,59,66,71,66,67,75,65,69,65,73,66,70,73,63,65,69,63,2010,9,2,5
49685,1,922010 6:00,115.9,62,64,58,68,66,73,67,66,59,66,70,64,66,76,65,70,64,74,66,70,72,61,64,68,62,2010,9,2,6
49686,1,922010 7:00,128.8,62,63,59,66,68,72,71,66,59,66,68,64,65,77,66,70,63,76,67,70,73,64,64,67,62,2010,9,2,7
49687,1,922010 8:00,130.1,65,66,60,70,69,74,72,67,59,69,72,66,67,78,68,73,67,77,68,73,76,70,64,68,70,2010,9,2,8
49688,1,922010 9:00,133.5,72,73,64,77,72,77,73,71,64,74,77,73,74,80,75,76,73,80,72,77,79,73,71,74,73,2010,9,2,9
49689,1,922010 10:00,145.0,78,79,71,81,75,79,77,75,68,76,83,79,79,84,79,77,78,81,75,77,81,79,75,80,76,2010,9,2,10
49690,1,922010 11:00,156.5,83,84,77,85,80,81,80,78,73,79,85,81,81,81,84,78,83,82,79,79,82,79,77,82,78,2010,9,2,11
49691,1,922010 12:00,167.7,85,84,81,86,83,81,81,82,77,82,87,84,81,82,84,80,87,83,82,81,83,81,81,83,82,2010,9,2,12
49692,1,922010 13:00,177.6,89,84,82,88,82,82,81,82,79,82,89,88,83,83,88,84,88,83,86,82,84,82,82,85,84,2010,9,2,13
49693,1,922010 14:00,187.1,91,84,85,90,82,82,83,81,79,82,90,88,85,81,87,86,90,82,90,82,82,82,83,85,84,2010,9,2,14
49694,1,922010 15:00,192.2,92,84,85,91,81,83,81,82,77,82,90,88,85,80,90,86,91,82,90,82,81,82,85,86,83,2010,9,2,15
49695,1,922010 16:00,192.8,90,84,85,91,82,82,81,83,79,83,88,88,87,80,88,84,91,81,90,82,81,84,84,86,84,2010,9,2,16
49696,1,922010 17:00,195.4,89,84,86,91,83,81,79,83,81,83,89,90,83,79,86,83,91,81,90,82,81,82,82,85,84,2010,9,2,17
49697,1,922010 18:00,196.3,89,82,86,90,82,80,79,81,79,83,87,86,81,80,84,82,87,81,90,81,80,81,82,84,83,2010,9,2,18
49698,1,922010 19:00,193.7,85,79,84,86,81,79,79,80,77,82,86,82,79,78,81,82,84,80,85,79,79,81,81,82,81,2010,9,2,19
49699,1,922010 20:00,191.8,81,79,75,80,80,79,79,79,75,80,83,81,78,78,80,81,75,79,81,77,78,79,80,81,80,2010,9,2,20
49700,1,922010 21:00,193.8,75,75,72,83,79,79,79,78,73,80,81,77,77,78,79,80,72,79,77,76,79,79,79,79,78,2010,9,2,21
49701,1,922010 22:00,182.2,72,75,68,73,78,79,77,77,72,79,80,73,76,79,79,79,69,78,73,76,79,75,79,78,78,2010,9,2,22
49702,1,922010 23:00,165.1,70,75,67,73,77,79,76,77,68,78,75,72,74,75,78,77,68,79,72,75,78,73,77,78,77,2010,9,2,23
49703,1,932010 0:00,149.7,68,73,64,69,75,79,75,77,66,77,74,70,72,77,77,77,67,77,72,75,79,72,76,77,77,2010,9,3,0
49704,1,932010 1:00,137.7,65,72,62,67,75,80,75,75,63,76,73,68,72,75,76,76,66,79,73,75,79,72,75,74,76,2010,9,3,1
49705,1,932010 2:00,130.1,65,73,62,69,74,79,75,76,63,75,73,68,73,76,73,74,65,77,70,74,79,72,75,74,75,2010,9,3,2
49706,1,932010 3:00,124.0,64,73,60,69,74,79,75,75,61,75,73,68,72,73,72,74,64,77,72,74,80,72,74,74,74,2010,9,3,3
49707,1,932010 4:00,120.3,64,73,59,68,74,78,75,75,63,75,70,66,72,75,72,74,64,77,71,73,80,72,72,75,73,2010,9,3,4
49708,1,932010 5:00,118.8,63,72,59,67,73,78,75,76,71,75,71,66,71,72,73,74,64,77,70,73,80,72,72,75,74,2010,9,3,5
49709,1,932010 6:00,123.1,62,72,58,66,72,78,73,75,72,75,69,64,72,71,73,74,63,75,70,73,80,72,71,75,74,2010,9,3,6
49710,1,932010 7:00,132.8,64,70,57,64,71,78,73,74,68,74,69,64,71,70,70,74,62,75,69,73,79,70,71,73,74,2010,9,3,7
49711,1,932010 8:00,134.9,67,72,58,68,72,77,74,74,72,74,70,66,72,75,71,74,65,75,68,73,78,72,73,73,75,2010,9,3,8
49712,1,932010 9:00,136.9,73,70,63,74,76,76,75,78,73,76,76,72,75,74,74,78,74,76,73,75,78,72,75,76,75,2010,9,3,9
49713,1,932010 10:00,138.3,81,72,71,80,81,76,76,83,75,80,83,77,77,74,78,83,80,77,79,79,78,73,82,79,77,2010,9,3,10
49714,1,932010 11:00,141.6,88,73,77,87,86,76,79,88,77,84,86,82,78,75,85,87,85,80,84,84,77,75,90,85,81,2010,9,3,11
49715,1,932010 12:00,146.9,92,75,82,91,89,74,81,91,79,88,90,88,81,75,91,89,89,84,88,87,76,79,93,90,82,2010,9,3,12
49716,1,932010 13:00,155.7,94,79,84,93,92,72,87,94,79,91,91,90,87,77,93,92,92,87,91,89,73,82,95,94,89,2010,9,3,13
49717,1,932010 14:00,166.0,96,84,84,93,94,76,89,96,81,93,93,91,89,78,96,94,95,89,92,91,74,86,97,95,92,2010,9,3,14
49718,1,932010 15:00,178.9,96,84,88,96,95,78,91,98,91,96,94,93,91,82,97,96,94,89,92,92,78,90,99,96,94,2010,9,3,15
49719,1,932010 16:00,193.3,96,84,87,95,96,81,92,96,92,96,94,93,91,81,95,96,95,87,93,93,81,91,98,97,93,2010,9,3,16
49720,1,932010 17:00,206.6,96,90,86,94,96,81,92,97,91,95,94,93,91,82,96,93,94,86,91,93,82,91,97,98,95,2010,9,3,17
49721,1,932010 18:00,212.9,94,90,85,93,94,82,91,95,89,94,91,91,90,82,94,90,92,85,87,92,83,90,95,95,94,2010,9,3,18
49722,1,932010 19:00,211.5,91,84,79,89,91,80,85,91,84,91,87,90,88,81,92,87,87,83,82,87,83,82,93,92,87,2010,9,3,19
49723,1,932010 20:00,198.5,84,75,74,84,85,76,81,87,70,84,83,81,82,80,87,84,81,83,82,83,78,75,87,86,81,2010,9,3,20
49724,1,932010 21:00,194.0,76,75,72,84,84,76,80,83,68,82,81,81,77,80,82,83,78,82,81,81,77,73,83,80,78,2010,9,3,21
49725,1,932010 22:00,179.8,76,73,71,82,81,79,78,82,68,79,80,77,80,80,81,82,75,82,80,81,76,73,80,79,78,2010,9,3,22
49726,1,932010 23:00,166.2,78,73,70,80,80,77,78,82,66,77,80,75,79,80,79,80,79,82,79,80,78,75,80,81,75,2010,9,3,23
49727,1,942010 0:00,151.2,75,73,70,78,81,77,79,80,64,78,79,75,78,80,79,81,79,82,78,79,77,75,80,78,75,2010,9,4,0
49728,1,942010 1:00,137.3,74,73,69,78,79,76,79,79,64,79,78,73,77,80,78,80,77,82,77,79,78,75,76,76,73,2010,9,4,1
49729,1,942010 2:00,127.0,76,72,67,76,78,75,78,78,63,76,76,73,77,80,76,80,75,82,75,78,79,73,75,76,72,2010,9,4,2
49730,1,942010 3:00,119.5,76,70,64,76,77,75,78,77,61,74,73,75,75,80,76,79,74,82,73,76,79,73,73,74,70,2010,9,4,3
49731,1,942010 4:00,115.1,74,70,62,74,76,74,76,75,59,73,71,73,72,79,76,77,72,82,72,74,77,73,71,75,71,2010,9,4,4
49732,1,942010 5:00,112.1,72,70,60,70,75,72,75,74,57,73,70,72,72,78,73,76,70,80,70,73,74,72,71,76,72,2010,9,4,5
49733,1,942010 6:00,111.5,72,70,59,69,74,71,73,73,57,72,69,70,71,77,72,75,68,79,69,72,74,68,71,74,66,2010,9,4,6
49734,1,942010 7:00,111.1,71,70,61,67,73,71,73,72,55,71,65,66,69,77,70,74,63,78,67,71,72,70,70,73,71,2010,9,4,7
49735,1,942010 8:00,115.8,71,73,60,67,74,73,75,75,57,74,68,68,69,78,71,74,67,77,68,73,75,73,74,74,73,2010,9,4,8
49736,1,942010 9:00,135.9,74,75,61,72,78,76,77,78,59,77,71,70,72,79,74,79,70,79,69,78,78,75,78,74,76,2010,9,4,9
49737,1,942010 10:00,155.3,75,75,65,75,82,76,79,81,59,79,72,72,73,80,76,83,73,82,71,81,79,79,79,77,77,2010,9,4,10
49738,1,942010 11:00,169.4,79,79,68,76,83,79,81,82,61,80,74,73,75,81,78,85,75,83,72,83,80,79,80,78,80,2010,9,4,11
49739,1,942010 12:00,183.4,80,81,69,77,85,80,82,83,64,82,76,75,76,81,79,86,78,84,73,84,80,81,82,81,81,2010,9,4,12
49740,1,942010 13:00,194.1,80,81,71,80,86,82,83,84,64,83,77,79,77,83,81,87,81,84,75,86,81,82,84,83,83,2010,9,4,13
49741,1,942010 14:00,203.0,83,84,73,83,87,82,84,87,66,85,79,79,79,83,83,89,82,86,77,86,83,82,85,85,84,2010,9,4,14
49742,1,942010 15:00,210.3,85,84,74,82,88,82,86,88,68,86,80,81,81,83,84,89,83,85,79,86,84,84,87,85,84,2010,9,4,15
49743,1,942010 16:00,216.5,86,84,74,84,88,83,85,89,68,87,80,81,80,83,83,87,84,85,79,86,85,84,87,86,86,2010,9,4,16
49744,1,942010 17:00,218.8,86,84,74,84,88,83,85,88,68,87,81,81,81,83,84,86,84,83,79,86,84,84,87,85,85,2010,9,4,17
49745,1,942010 18:00,217.3,85,82,73,84,87,82,83,86,68,85,80,81,79,80,82,85,83,82,80,84,84,82,86,84,84,2010,9,4,18
49746,1,942010 19:00,205.7,82,79,72,81,85,76,81,84,66,84,78,79,77,80,80,83,80,80,79,80,81,79,83,82,81,2010,9,4,19
49747,1,942010 20:00,188.1,72,70,66,76,77,71,77,80,63,80,74,72,71,78,73,80,68,79,74,77,79,68,80,78,72,2010,9,4,20
49748,1,942010 21:00,183.1,67,64,63,70,72,68,69,75,63,73,71,64,66,77,67,78,63,79,73,72,77,64,74,72,65,2010,9,4,21
49749,1,942010 22:00,166.1,64,63,62,70,68,66,68,71,61,70,68,63,63,76,65,73,61,76,67,72,75,64,69,67,62,2010,9,4,22
49750,1,942010 23:00,148.1,63,57,60,66,69,64,68,70,59,66,68,61,64,76,63,73,59,73,61,71,73,61,64,63,60,2010,9,4,23
49751,1,952010 0:00,130.0,59,55,59,66,65,64,65,70,57,63,67,59,67,72,61,70,59,73,59,71,73,61,61,64,57,2010,9,5,0
49752,1,952010 1:00,115.3,57,55,59,66,63,60,64,65,57,63,64,57,65,75,63,68,57,70,58,68,62,59,60,61,57,2010,9,5,1
49753,1,952010 2:00,104.8,56,55,56,63,64,62,62,63,54,61,63,57,63,73,66,66,55,67,56,66,59,57,60,62,55,2010,9,5,2
49754,1,952010 3:00,98.1,55,55,55,63,62,59,62,63,55,60,62,57,58,68,64,67,55,70,55,65,58,57,59,61,56,2010,9,5,3
49755,1,952010 4:00,94.3,55,55,54,60,60,59,60,61,54,61,62,55,57,66,61,66,54,68,54,63,57,57,56,59,60,2010,9,5,4
49756,1,952010 5:00,92.7,54,54,53,60,60,61,60,61,54,64,61,55,57,63,58,65,52,68,55,63,57,55,56,57,58,2010,9,5,5
49757,1,952010 6:00,92.9,53,54,52,57,60,63,61,60,54,64,58,54,55,62,58,65,52,68,56,63,57,55,55,56,54,2010,9,5,6
49758,1,952010 7:00,94.2,53,54,50,58,59,59,63,60,52,63,57,54,56,62,55,62,51,66,57,62,56,54,55,54,56,2010,9,5,7
49759,1,952010 8:00,101.3,54,55,52,62,65,64,65,62,54,64,59,55,60,67,61,67,54,73,58,63,60,57,58,59,62,2010,9,5,8
49760,1,952010 9:00,119.1,62,66,58,68,67,72,68,68,57,68,67,61,67,78,71,73,65,73,59,70,68,64,65,70,70,2010,9,5,9
49761,1,952010 10:00,135.3,69,72,62,71,74,75,72,72,59,72,71,72,71,78,75,77,71,78,64,75,76,72,71,74,73,2010,9,5,10
49762,1,952010 11:00,144.9,77,73,67,74,78,78,76,77,63,76,73,73,73,80,77,78,74,81,69,77,76,75,73,77,76,2010,9,5,11
49763,1,952010 12:00,153.0,80,75,70,77,81,79,78,80,64,79,76,75,75,80,78,83,76,83,73,81,76,79,77,79,77,2010,9,5,12
49764,1,952010 13:00,164.5,81,75,73,79,83,80,81,81,66,82,79,77,76,81,79,84,77,84,74,83,78,79,78,82,80,2010,9,5,13
49765,1,952010 14:00,177.7,84,79,73,80,85,79,83,83,68,81,78,79,78,84,84,86,78,83,75,84,78,81,81,82,81,2010,9,5,14
49766,1,952010 15:00,188.2,85,82,76,82,87,80,83,84,70,84,80,79,80,83,83,85,81,84,75,85,78,82,82,82,84,2010,9,5,15
49767,1,952010 16:00,195.5,86,82,76,82,86,77,84,86,70,84,80,81,81,83,84,85,81,84,75,85,78,82,83,86,83,2010,9,5,16
49768,1,952010 17:00,201.0,86,82,77,84,87,78,83,87,68,83,81,82,81,81,83,84,82,83,75,85,77,82,83,84,83,2010,9,5,17
49769,1,952010 18:00,201.8,85,82,76,83,83,76,83,85,68,84,80,81,80,79,82,83,82,82,75,83,76,82,83,84,82,2010,9,5,18
49770,1,952010 19:00,191.8,84,77,73,79,83,73,78,83,66,82,78,79,76,78,81,80,79,79,75,80,75,79,82,80,80,2010,9,5,19
49771,1,952010 20:00,179.2,72,70,69,72,80,71,71,77,64,76,74,70,72,73,73,78,68,76,73,74,72,70,77,76,69,2010,9,5,20
49772,1,952010 21:00,176.2,69,64,66,73,75,69,70,78,64,71,72,66,67,72,69,77,64,76,71,74,71,63,66,72,65,2010,9,5,21
49773,1,952010 22:00,161.0,65,64,62,72,73,68,67,74,63,67,70,64,65,71,67,74,61,76,69,75,70,64,64,70,62,2010,9,5,22
49774,1,952010 23:00,144.4,62,64,60,73,72,66,65,72,59,67,66,64,64,72,64,72,60,74,67,71,69,63,65,65,61,2010,9,5,23
49775,1,962010 0:00,127.4,62,63,57,72,72,67,66,70,57,65,66,63,62,72,63,69,59,74,65,69,69,61,62,64,59,2010,9,6,0
49776,1,962010 1:00,113.8,60,61,57,70,70,72,65,68,55,65,64,61,62,72,63,70,58,72,63,71,66,61,62,62,62,2010,9,6,1
49777,1,962010 2:00,105.0,59,57,55,69,68,65,65,67,55,64,63,59,59,73,60,69,56,72,61,69,68,61,61,62,58,2010,9,6,2
49778,1,962010 3:00,99.6,59,57,53,68,67,67,64,67,54,64,61,57,61,73,60,69,56,72,59,66,67,57,61,63,58,2010,9,6,3
49779,1,962010 4:00,96.8,58,57,53,63,66,65,63,67,52,62,63,57,62,73,59,68,55,71,57,67,66,57,60,64,57,2010,9,6,4
49780,1,962010 5:00,95.8,59,55,52,63,66,64,63,65,52,63,61,57,58,72,59,67,54,71,56,67,65,57,60,61,57,2010,9,6,5
49781,1,962010 6:00,97.6,59,55,51,57,66,61,62,64,50,59,60,57,58,73,57,67,57,71,55,65,66,57,60,60,56,2010,9,6,6
49782,1,962010 7:00,99.5,58,55,49,59,68,63,63,64,50,60,61,57,58,72,56,67,57,71,54,65,67,57,59,59,56,2010,9,6,7
49783,1,962010 8:00,105.6,60,57,52,63,69,69,70,67,52,65,63,61,60,73,62,71,60,73,55,68,70,63,64,63,63,2010,9,6,8
49784,1,962010 9:00,124.2,68,69,56,68,72,75,75,72,55,72,68,66,67,77,73,77,64,78,64,75,75,72,69,74,70,2010,9,6,9
49785,1,962010 10:00,145.2,74,73,63,74,79,78,80,77,63,79,76,73,74,79,78,82,67,81,72,78,78,79,76,78,78,2010,9,6,10
49786,1,962010 11:00,165.8,82,79,70,78,83,80,83,83,68,83,78,75,79,81,81,84,73,82,76,83,78,82,81,81,82,2010,9,6,11
49787,1,962010 12:00,182.8,82,82,75,81,85,81,85,86,70,86,80,81,82,83,84,84,78,82,78,85,80,82,83,84,85,2010,9,6,12
49788,1,962010 13:00,195.8,85,84,78,84,86,82,85,87,72,88,82,81,83,81,84,86,82,84,82,85,80,84,86,84,86,2010,9,6,13
49789,1,962010 14:00,205.8,88,84,80,85,87,82,85,87,72,89,85,82,83,81,88,85,84,82,80,86,80,84,87,84,88,2010,9,6,14
49790,1,962010 15:00,214.1,90,84,80,86,87,82,85,88,73,90,86,84,85,80,88,86,82,84,81,87,82,86,87,86,88,2010,9,6,15
49791,1,962010 16:00,220.7,90,84,80,88,86,82,85,88,73,90,84,84,85,80,87,84,85,84,82,86,81,86,86,88,87,2010,9,6,16
49792,1,962010 17:00,225.1,89,84,80,88,87,81,84,87,72,89,86,86,86,81,87,84,87,84,83,85,81,86,88,88,88,2010,9,6,17
49793,1,962010 18:00,225.1,88,84,79,88,84,80,83,85,72,89,86,84,82,80,84,83,86,82,84,82,79,84,87,89,87,2010,9,6,18
49794,1,962010 19:00,214.8,85,81,77,87,82,76,80,83,68,84,83,81,81,76,84,81,82,79,83,80,77,82,86,85,84,2010,9,6,19
49795,1,962010 20:00,201.0,79,75,73,79,78,74,76,79,68,80,80,73,76,73,80,80,73,75,81,78,75,79,83,82,78,2010,9,6,20
49796,1,962010 21:00,198.7,78,73,68,82,77,73,71,77,66,77,78,72,73,72,74,79,69,74,72,77,74,75,81,77,75,2010,9,6,21
49797,1,962010 22:00,178.7,76,70,64,79,73,73,68,74,64,74,76,75,72,72,71,78,67,75,72,76,73,73,79,76,73,2010,9,6,22
49798,1,962010 23:00,154.9,76,66,63,78,72,70,66,72,64,72,75,72,73,72,74,78,66,74,68,74,72,72,78,75,69,2010,9,6,23
49799,1,972010 0:00,133.7,75,64,60,74,71,69,66,71,63,70,74,72,70,72,74,76,64,73,64,73,71,66,76,75,66,2010,9,7,0
49800,1,972010 1:00,117.0,74,64,59,74,70,71,66,69,61,68,71,70,68,72,71,72,64,71,68,72,71,64,75,73,64,2010,9,7,1
49801,1,972010 2:00,108.2,71,63,57,73,70,70,64,69,61,65,70,66,66,71,68,71,64,69,72,72,69,64,67,72,63,2010,9,7,2
49802,1,972010 3:00,103.0,69,61,56,71,69,63,65,67,57,65,68,66,65,71,66,69,65,69,70,70,66,61,67,71,61,2010,9,7,3
49803,1,972010 4:00,99.8,67,57,55,71,68,63,66,67,57,65,68,66,65,71,66,69,64,70,71,69,66,61,67,69,59,2010,9,7,4
49804,1,972010 5:00,100.2,66,57,54,70,69,63,64,66,59,64,67,66,64,71,65,69,65,70,70,69,67,59,65,68,60,2010,9,7,5
49805,1,972010 6:00,106.2,65,57,52,69,67,63,64,66,57,64,70,66,64,70,66,68,65,69,70,66,66,57,64,70,60,2010,9,7,6
49806,1,972010 7:00,120.4,64,57,53,70,67,62,66,65,57,62,69,66,64,70,67,67,64,69,71,64,67,59,64,68,59,2010,9,7,7
49807,1,972010 8:00,123.9,67,63,55,72,69,68,68,69,57,65,71,70,67,75,70,71,66,73,71,69,69,64,66,71,65,2010,9,7,8
49808,1,972010 9:00,132.3,70,70,59,74,74,75,76,74,63,75,73,72,72,79,72,76,74,78,73,76,75,72,72,74,73,2010,9,7,9
49809,1,972010 10:00,144.8,75,75,65,78,81,78,79,80,68,79,76,75,76,80,77,82,77,81,75,80,80,79,79,78,78,2010,9,7,10
49810,1,972010 11:00,161.6,78,81,72,80,83,82,82,83,72,82,79,79,79,81,81,84,81,83,78,84,82,82,81,81,82,2010,9,7,11
49811,1,972010 12:00,179.8,83,84,77,84,86,83,85,86,77,87,83,81,84,82,83,86,84,83,81,86,84,84,83,85,84,2010,9,7,12
49812,1,972010 13:00,197.1,87,84,81,86,88,85,85,89,79,88,82,84,86,84,85,86,86,85,82,88,85,88,87,88,87,2010,9,7,13
49813,1,972010 14:00,209.8,87,86,84,88,88,85,86,88,79,87,86,86,87,83,86,86,88,83,83,87,87,88,88,91,89,2010,9,7,14
49814,1,972010 15:00,220.8,89,90,84,88,91,85,86,90,81,91,86,88,87,84,86,85,90,83,85,86,88,88,88,92,88,2010,9,7,15
49815,1,972010 16:00,228.8,91,88,84,86,89,85,86,91,77,91,88,88,86,84,87,85,91,83,86,86,89,86,92,91,90,2010,9,7,16
49816,1,972010 17:00,234.7,89,90,81,90,88,84,86,91,77,89,88,88,88,81,91,84,90,83,88,84,88,88,92,91,90,2010,9,7,17
49817,1,972010 18:00,235.3,90,84,80,89,87,81,83,88,75,90,87,88,86,80,88,83,89,81,85,83,86,86,90,90,89,2010,9,7,18
49818,1,972010 19:00,227.1,86,82,78,86,83,79,81,84,73,87,84,84,83,78,86,81,85,80,83,80,83,82,88,86,85,2010,9,7,19
49819,1,972010 20:00,212.4,78,75,74,80,80,75,77,80,72,82,80,77,79,75,82,79,75,78,80,76,79,79,85,82,76,2010,9,7,20
49820,1,972010 21:00,206.6,76,73,73,76,77,74,74,77,70,79,78,73,76,73,77,77,72,77,78,75,77,77,84,80,79,2010,9,7,21
49821,1,972010 22:00,187.3,70,73,72,75,76,73,72,76,70,76,76,72,72,78,74,76,69,77,75,74,75,73,81,79,75,2010,9,7,22
49822,1,972010 23:00,163.3,76,70,69,74,74,73,70,73,70,75,72,72,70,78,74,73,69,77,74,72,73,73,80,79,74,2010,9,7,23
49823,1,982010 0:00,143.7,76,70,69,72,72,73,69,73,70,74,74,72,72,77,75,74,67,78,73,71,73,73,77,77,73,2010,9,8,0
49824,1,982010 1:00,128.6,75,70,68,69,71,73,71,72,68,73,72,75,72,77,74,72,66,78,72,72,73,72,76,77,73,2010,9,8,1
49825,1,982010 2:00,121.3,74,70,64,68,70,72,71,72,64,73,72,73,72,77,73,73,64,78,71,71,72,72,75,75,72,2010,9,8,2
49826,1,982010 3:00,117.4,74,70,63,68,70,73,71,72,66,72,70,73,72,78,73,72,63,79,70,70,72,72,73,74,71,2010,9,8,3
49827,1,982010 4:00,115.3,72,70,63,71,70,73,72,71,70,72,70,73,72,78,72,71,63,79,69,70,72,72,73,74,71,2010,9,8,4
49828,1,982010 5:00,116.9,72,70,63,71,69,73,71,71,72,71,71,72,72,78,71,71,64,79,67,70,73,72,72,73,70,2010,9,8,5
49829,1,982010 6:00,124.2,72,70,62,71,69,73,71,72,72,72,71,72,71,77,71,70,67,79,66,70,72,72,72,72,71,2010,9,8,6
49830,1,982010 7:00,140.9,72,70,62,71,71,72,71,72,70,72,70,72,71,77,71,71,64,79,68,70,72,72,72,72,71,2010,9,8,7
49831,1,982010 8:00,145.9,73,73,63,73,72,75,73,72,70,74,71,72,72,78,72,75,71,78,70,72,75,73,73,74,73,2010,9,8,8
49832,1,982010 9:00,155.3,77,75,66,75,76,78,77,75,68,77,74,73,74,79,75,78,75,80,74,76,77,77,78,77,76,2010,9,8,9
49833,1,982010 10:00,171.6,82,81,72,79,82,82,81,81,68,82,78,77,78,80,79,82,78,82,75,79,81,81,83,80,81,2010,9,8,10
49834,1,982010 11:00,189.5,85,84,74,83,84,83,83,85,68,85,80,81,82,82,83,85,80,83,76,84,84,84,87,86,86,2010,9,8,11
49835,1,982010 12:00,206.6,89,90,71,87,88,85,86,88,70,90,80,84,82,84,85,88,84,84,76,86,88,88,90,86,88,2010,9,8,12
49836,1,982010 13:00,218.9,90,90,70,88,89,86,89,91,68,93,77,84,81,83,88,90,82,84,73,89,87,90,93,91,89,2010,9,8,13
49837,1,982010 14:00,227.6,90,90,71,89,91,86,91,93,68,92,74,82,80,84,85,92,82,85,74,90,88,90,92,88,91,2010,9,8,14
49838,1,982010 15:00,228.7,93,88,72,84,92,86,92,93,68,91,74,79,80,84,84,93,80,85,74,91,88,90,91,90,90,2010,9,8,15
49839,1,982010 16:00,229.2,90,84,72,83,92,86,91,93,70,90,75,77,78,82,74,93,80,85,75,91,91,90,88,84,88,2010,9,8,16
49840,1,982010 17:00,228.4,87,84,74,82,93,85,89,92,72,82,77,79,80,81,78,93,80,84,76,91,90,86,84,83,86,2010,9,8,17
49841,1,982010 18:00,230.4,85,84,74,83,90,84,84,80,72,85,78,77,80,80,79,89,81,83,77,87,89,84,88,82,85,2010,9,8,18
49842,1,982010 19:00,226.2,83,84,74,81,79,82,81,78,70,83,77,77,78,80,79,85,80,82,77,80,87,84,85,81,83,2010,9,8,19
49843,1,982010 20:00,218.6,80,79,71,77,78,77,79,77,68,82,74,75,75,80,75,81,73,82,75,77,84,79,82,78,77,2010,9,8,20
49844,1,982010 21:00,216.6,75,75,69,74,79,78,77,77,68,77,73,72,73,80,74,77,72,82,74,77,82,77,79,74,73,2010,9,8,21
49845,1,982010 22:00,198.2,76,75,67,73,78,76,76,77,68,75,72,72,71,80,73,80,71,82,74,75,81,75,77,74,75,2010,9,8,22
49846,1,982010 23:00,175.6,75,72,68,71,75,73,75,76,66,75,71,70,70,80,72,80,68,81,73,74,79,73,76,73,74,2010,9,8,23
